date,action,price,shares,cost,cash_after,revenue
2021-05-06,SELL,1744.79,100,,189835.59,174426.66
2021-05-20,BUY,1844.67,100,184522.34,5313.25,
2021-06-18,SELL,1876.73,100,,192929.94,187616.7
2021-09-08,BUY,1438.18,100,143861.15,49068.8,
2021-11-01,SELL,1608.08,100,,209828.56,160759.76
2021-11-23,BUY,1701.51,100,170202.05,39626.51,
2022-01-05,SELL,1829.08,100,,222479.64,182853.13
2022-01-28,BUY,1692.08,100,169258.76,53220.88,
2022-02-07,SELL,1673.04,100,,220474.69,167253.81
2022-04-07,BUY,1570.08,100,157055.1,63419.58,
2022-04-28,SELL,1640.08,100,,227378.38,163958.8
2022-05-05,BUY,1642.08,100,164257.26,63121.12,
2022-05-13,SELL,1583.32,100,,221405.62,158284.5
2022-06-02,BUY,1591.08,100,159155.73,62249.89,
2022-07-14,SELL,1779.76,100,,240172.49,177922.61
2022-08-18,BUY,1722.26,100,172277.67,67894.83,
2022-08-23,SELL,1696.77,100,,237520.92,169626.1
2022-09-20,BUY,1704.76,100,170527.14,66993.78,
2022-09-23,SELL,1661.19,100,,233062.94,166069.16
2022-09-30,BUY,1699.26,100,169976.98,63085.97,
2022-10-12,SELL,1586.76,100,,221714.36,158628.4
2022-11-16,BUY,1412.01,100,141243.36,80471.0,
2023-02-07,SELL,1645.67,100,,244988.63,164517.63
2023-02-21,BUY,1715.67,100,171618.47,73370.16,
2023-02-28,SELL,1662.41,100,,239561.29,166191.13
2023-03-30,BUY,1648.67,100,164916.46,74644.83,
2023-04-13,SELL,1571.67,100,,231764.68,157119.85
2023-05-08,BUY,1569.19,100,156966.08,74798.61,
2023-05-10,SELL,1573.67,100,,232118.4,157319.79
2023-06-15,BUY,1603.67,100,160415.11,71703.28,
2023-07-12,SELL,1588.38,100,,230493.63,158790.35
2023-07-17,BUY,1604.55,100,160503.14,69990.5,
2023-08-17,SELL,1702.63,100,,240202.42,170211.92
2023-09-01,BUY,1725.63,100,172614.77,67587.65,
2023-09-14,SELL,1693.27,100,,236863.85,169276.2
2023-11-03,BUY,1685.82,100,168632.57,68231.28,
2023-11-29,SELL,1649.29,100,,233110.8,164879.52
2023-12-29,BUY,1619.69,100,162017.59,71093.21,
2024-01-10,SELL,1535.19,100,,224566.15,153472.94
2024-02-08,BUY,1599.69,100,160016.99,64549.16,
2024-03-11,SELL,1588.18,100,,223319.52,158770.35
2024-03-14,BUY,1610.31,100,161079.31,62240.21,
2024-03-29,SELL,1596.59,100,,221851.31,159611.1
2024-04-02,BUY,1607.68,100,160816.23,61035.08,
2024-04-09,SELL,1555.91,100,,216579.4,155544.32
2024-04-26,BUY,1603.12,100,160360.09,56219.31,
2024-05-20,SELL,1602.69,100,,216440.23,160220.92
2024-07-18,BUY,1422.07,100,142249.66,74190.56,
2024-07-29,SELL,1322.58,100,,206408.89,132218.32
2024-08-16,BUY,1355.76,100,135616.67,70792.21,
2024-08-28,SELL,1313.56,100,,202108.81,131316.59
2024-09-30,BUY,1672.56,100,167306.18,34802.63,
2024-10-29,SELL,1456.18,100,,180376.95,145574.31
2024-11-08,BUY,1534.53,100,153499.04,26877.91,
2024-11-20,SELL,1469.37,100,,173770.83,146892.92
2024-12-13,BUY,1443.56,100,144399.31,29371.52,
