date,action,price,shares,cost,cash_after,revenue
2022-07-05,SELL,108.52,7600,,829406.81,824504.57
2022-08-08,BUY,104.38,7900,824849.38,4557.43,
2022-08-09,SELL,103.84,7900,,824647.33,820089.9
2022-08-23,BUY,104.47,7800,815110.46,9536.87,
2022-08-25,SELL,100.46,7800,,792889.8,783352.92
2022-10-21,BUY,86.03,9200,791713.44,1176.35,
2022-10-26,SELL,83.22,9200,,766570.67,765394.31
2022-11-07,BUY,90.22,8400,758075.35,8495.31,
2022-11-21,SELL,82.0,8400,,697088.67,688593.36
2022-12-06,BUY,86.46,8000,691887.5,5201.17,
2022-12-23,SELL,81.32,8000,,655566.0,650364.83
2023-01-10,BUY,86.13,7600,654784.38,781.62,
2023-02-16,SELL,89.6,7600,,681537.34,680755.71
2023-03-31,BUY,82.6,8200,677523.2,4014.14,
2023-04-17,SELL,80.41,8200,,663178.33,659164.19
2023-04-28,BUY,82.55,8000,660598.12,2580.21,
2023-05-30,SELL,81.33,8000,,653025.02,650444.81
2023-06-09,BUY,83.26,7800,649622.83,3402.19,
2023-06-12,SELL,84.1,7800,,659185.4,655783.21
2023-06-13,BUY,84.34,7800,658049.36,1136.04,
2023-06-30,SELL,83.35,7800,,651071.0,649934.96
2023-07-06,BUY,86.63,7500,649919.92,1151.08,
2023-07-25,SELL,85.46,7500,,641908.8,640757.71
2023-08-01,BUY,87.14,7300,636312.84,5595.96,
2023-08-14,SELL,79.58,7300,,586355.68,580759.72
2023-09-05,BUY,80.65,7200,580854.2,5501.48,
2023-09-21,SELL,77.54,7200,,563621.99,558120.51
2023-11-01,BUY,76.38,7300,557741.27,5880.72,
2023-11-03,SELL,77.19,7300,,569198.67,563317.95
2023-11-10,BUY,76.63,7400,567232.12,1966.56,
2023-11-14,SELL,76.85,7400,,570485.95,568519.39
2024-01-02,BUY,61.84,9200,569098.68,1387.27,
2024-01-09,SELL,61.93,9200,,570972.34,569585.07
2024-01-10,BUY,61.07,9300,568121.39,2850.96,
2024-01-11,SELL,63.24,9300,,590806.52,587955.56
2024-01-12,BUY,62.93,9300,585424.57,5381.94,
2024-01-19,SELL,60.76,9300,,570280.42,564898.48
2024-02-22,BUY,58.64,9700,568978.64,1301.78,
2024-04-08,SELL,68.31,9700,,663710.0,662408.22
2024-04-22,BUY,67.16,9800,658365.45,5344.55,
2024-04-23,SELL,65.99,9800,,651852.54,646507.99
2024-04-30,BUY,70.48,9200,648610.52,3242.01,
2024-05-23,SELL,69.29,9200,,640518.77,637276.76
2024-06-04,BUY,77.03,8300,639540.8,977.97,
2024-07-04,SELL,79.19,8300,,658057.78,657079.82
2024-07-15,BUY,84.88,7700,653772.07,4285.71,
2024-07-30,SELL,79.98,7700,,619946.96,615661.25
2024-08-23,BUY,78.46,7800,612171.6,7775.36,
2024-11-04,SELL,101.0,7800,,795339.02,787563.66
2024-11-11,BUY,98.44,8000,787756.26,7582.77,
2024-11-13,SELL,98.87,8000,,798305.48,790722.71
2024-12-19,BUY,93.81,8500,797624.22,681.26,
