date,signal_alias,stock_code,industry,score,future_return,benchmark_return,excess_return,weight
2025-12-09,stage4_1_tree,688031,TMT科技,0.0066159786272497,0.23583522197040407,0.01126997642804666,0.2245652455423574,0.25
2025-12-09,stage4_1_tree,600865,消费服务,0.0054446960392466,0.47185261003070633,0.01126997642804666,0.46058263360265966,0.25
2025-12-09,stage4_1_tree,603341,TMT科技,0.0054446960392466,-0.06799557032115178,0.01126997642804666,-0.07926554674919843,0.25
2025-12-09,stage4_1_tree,600025,周期公用,0.0009381456640166,0.005336179295624133,0.01126997642804666,-0.005933797132422527,0.25
2025-12-16,stage4_1_tree,688031,TMT科技,0.0066159786272497,0.04250269687162889,0.029036466740395925,0.013466230131232961,0.25
2025-12-16,stage4_1_tree,605090,周期公用,0.0054446960392466,-0.007839956745066212,0.029036466740395925,-0.036876423485462134,0.25
2025-12-16,stage4_1_tree,600025,周期公用,0.0009381456640166,-0.019108280254777066,0.029036466740395925,-0.04814474699517299,0.25
2025-12-16,stage4_1_tree,600051,消费服务,0.0009381456640166,0.030344827586206824,0.029036466740395925,0.0013083608458108985,0.25
2025-12-23,stage4_1_tree,600025,周期公用,0.0009381456640166,-0.02056277056277067,0.004519925801945642,-0.025082696364716314,0.25
2025-12-23,stage4_1_tree,600051,消费服务,0.0009381456640166,0.0053547523427042165,0.004519925801945642,0.0008348265407585745,0.25
2025-12-23,stage4_1_tree,600127,消费服务,0.0009381456640166,-0.014641288433382194,0.004519925801945642,-0.019161214235327836,0.25
2025-12-23,stage4_1_tree,600153,消费服务,0.0009381456640166,-0.003278688524590123,0.004519925801945642,-0.007798614326535765,0.25
2025-12-30,stage4_1_tree,605589,工业制造,0.0054446960392466,0.03144654088050314,0.06254314695824117,-0.031096606077738037,0.25
2025-12-30,stage4_1_tree,600865,消费服务,0.0019197632736484,-0.0057870370370370905,0.06254314695824117,-0.06833018399527827,0.25
2025-12-30,stage4_1_tree,605090,周期公用,0.0019197632736484,0.04622243078366983,0.06254314695824117,-0.016320716174571342,0.25
2025-12-30,stage4_1_tree,688031,TMT科技,0.0019197632736484,0.43346319458683635,0.06254314695824117,0.3709200476285952,0.25
2026-01-08,stage4_1_tree,600865,消费服务,0.0078955119370185,-0.16065192083818391,0.025157219244607332,-0.18580914008279126,0.25
2026-01-08,stage4_1_tree,600025,周期公用,0.0008751776647194,0.004385964912280604,0.025157219244607332,-0.020771254332326728,0.25
2026-01-08,stage4_1_tree,600051,消费服务,0.0008751776647194,0.007905138339920903,0.025157219244607332,-0.01725208090468643,0.25
2026-01-08,stage4_1_tree,600127,消费服务,0.0008751776647194,-0.002954209748892267,0.025157219244607332,-0.0281114289934996,0.25
2026-01-15,stage4_1_tree,600865,消费服务,0.0078955119370185,-0.03328710124826628,0.03345424532414895,-0.06674134657241523,0.25
2026-01-15,stage4_1_tree,688031,TMT科技,0.0078955119370185,0.18473193473193472,0.03345424532414895,0.15127768940778577,0.25
2026-01-15,stage4_1_tree,688147,TMT科技,0.0078955119370185,-0.007710715235309751,0.03345424532414895,-0.0411649605594587,0.25
2026-01-15,stage4_1_tree,600025,周期公用,0.0008751776647194,0.0010917030567685337,0.03345424532414895,-0.03236254226738042,0.25
2026-01-22,stage4_1_tree,688147,TMT科技,0.0078955119370185,-0.04608788853161838,-0.01342748981093093,-0.03266039872068745,0.25
2026-01-22,stage4_1_tree,600025,周期公用,0.0008751776647194,-0.016357688113413316,-0.01342748981093093,-0.002930198302482385,0.25
2026-01-22,stage4_1_tree,600051,消费服务,0.0008751776647194,-0.01749999999999996,-0.01342748981093093,-0.004072510189069029,0.25
2026-01-22,stage4_1_tree,600127,消费服务,0.0008751776647194,0.03768115942028971,-0.01342748981093093,0.051108649231220646,0.25
2026-01-29,stage4_1_tree,600127,消费服务,0.0133728927517175,-0.06843575418994419,-0.008972762814563228,-0.059462991375380955,0.25
2026-01-29,stage4_1_tree,600153,消费服务,0.0133728927517175,0.005291005291005568,-0.008972762814563228,0.014263768105568796,0.25
2026-01-29,stage4_1_tree,688031,TMT科技,0.0078955119370185,-0.10434358223523665,-0.008972762814563228,-0.09537081942067342,0.25
2026-01-29,stage4_1_tree,688147,TMT科技,0.0078955119370185,0.007443820224719122,-0.008972762814563228,0.01641658303928235,0.25
2026-02-05,stage4_1_tree,600865,消费服务,0.0135875218665159,-0.1793548387096774,0.0055828883027385255,-0.18493772701241593,0.25
2026-02-05,stage4_1_tree,688031,TMT科技,0.0096931868932979,0.03530950305143854,0.0055828883027385255,0.029726614748700014,0.25
2026-02-05,stage4_1_tree,600025,周期公用,0.0010013403474496,-0.007650273224043547,0.0055828883027385255,-0.013233161526782073,0.25
2026-02-05,stage4_1_tree,600051,消费服务,0.0010013403474496,-0.008695652173913215,0.0055828883027385255,-0.014278540476651742,0.25
2026-02-12,stage4_1_tree,688031,TMT科技,0.0096931868932979,0.18842105263157882,0.03624914327944338,0.15217190935213543,0.25
2026-02-12,stage4_1_tree,600025,周期公用,0.0010013403474496,0.0319383259911894,0.03624914327944338,-0.004310817288253985,0.25
2026-02-12,stage4_1_tree,600051,消费服务,0.0010013403474496,0.02506265664160412,0.03624914327944338,-0.011186486637839263,0.25
2026-02-12,stage4_1_tree,600127,消费服务,0.0010013403474496,0.0226928895612708,0.03624914327944338,-0.013556253718172581,0.25
2026-02-27,stage4_1_tree,605090,周期公用,0.0135875218665159,-0.05797101449275355,-0.01705633416684659,-0.040914680325906956,0.25
